category,text
FAKE,@lloyd4man @chenleed Another communist
FAKE,@lloyd4man Bruce Jenner?
FAKE,@lloyd4man Evil B*tch
FAKE,@lloyd4man Traitor!
FAKE,@ROHLL5 @bfraser747 she looks evil
FAKE,@ROHLL5 WTF
FAKE,@ROHLL5 I'm getting tired of looking at that face!
FAKE,@ROHLL5 A real patriot.
FAKE,@ROHLL5 bring her up on chargesð ð¬
FAKE,@ROHLL5 WOW
FAKE,@ROHLL5 @countken1 I'd like to know how it could be okay to import American flags made in China?
FAKE,@ROHLL5 @bfraser747 How can anybody be such a dumb a** and get by with it?
FAKE,@ROHLL5 NAZI !!
FAKE,@ROHLL5 She'd look more realistic if her face was green and she had a tall pointed black hat (and a broom)
FAKE,@ROHLL5 @currie14_kelly Is it ok to buy Chinese or Iranian flags
FAKE,@ROHLL5 What in the sam hell is this womenâs problem?..ð¤·ââï¸ðºð¸ðºð¸
FAKE,@ROHLL5 Jeepers! Did George Soros fund her campaign??
FAKE,@ROHLL5 @bfraser747 And sheâs hoping to be Bidenâs VP.
FAKE,@Dslayer298 @JudyLynnPresto4 She needs to be voted out!
FAKE,@Dslayer298 @JudyLynnPresto4 I honestly think this is Caitlyn Jenner
FAKE,@Dslayer298 @JudyLynnPresto4 So wrong!
FAKE,@Dslayer298 @JudyLynnPresto4 Talk about taking things to the extreme and she has been suggested as a running mate for Biden.  You are not even allowed to buy seeds to plant a garden while you are staying home.
FAKE,@Dslayer298 @magaproud66 She has the obvious look on her face and in her eyes when someone is associated with the Occult.
FAKE,@Dslayer298 @JudyLynnPresto4 What the actual damn hell? Screw off lady.
FAKE,@Dslayer298 @pop6627 She needs to go people. Get her out now.
FAKE,@Dslayer298 @VedanticFlaneur Why?  This is absolutely ridiculous!!!
FAKE,@Lady_2Patriot @VedanticFlaneur To show her 'power'.
FAKE,@Dslayer298 @BozellRay Is that serious?
FAKE,"@Dslayer298 DEM Priorities. ð
Vote her out Michigan!"
FAKE,@Dslayer298 @magaproud66 Next she'll ban puppies and kittens
FAKE,@Dslayer298 @HollywoodUSArmy From the Democrat Governors!  This is now MY little SLICE of Socialism and now you will all do as I say!
FAKE,@Dslayer298 Uh what
FAKE,@DUANEALLEN And we are so shocked!
FAKE,@DUANEALLEN Soros must have gotten to her. Follow the money...
FAKE,@DUANEALLEN What a nutcase!
FAKE,@DUANEALLEN And why is she allowed to do this?
FAKE,@DUANEALLEN I donât understand how people like her get elected. I hate to think this but dying with cancer and MSA will allow me to miss seeing this world continue its decline. I never dreamed I would live in a country that basically threw God out the d
FAKE,@DUANEALLEN This Governor has done nothing but try to grab every freedom possible. And using it under the conditions of safety. Yes we must do this safely as possible with the best advice possible. But she's just got absolutely carried away with a freedom
FAKE,"@DUANEALLEN SMH... The Devil has his disciples. We donât fight against the flesh, but the principalities. This woman is blind or not...just sayinðð¼ðºð¸"
FAKE,"@DUANEALLEN My sister lives in Michigan and thinks that this gover-
nor is unacceptable. I cannot understand her ways at all. She is dangerous to our freedoms."
FAKE,@DUANEALLEN This woman is a Pelosi wannabe. Crazed is not the right word. Absolutely non American.
FAKE,@DUANEALLEN What a witch.  Wake up Michigan. Totally unconstitutional.
FAKE,@DUANEALLEN She's a loon!
FAKE,@DUANEALLEN She is a Communist Whit Woman. And they say that old white men are the problem?
FAKE,@DUANEALLEN If true she must go. She can fall in line with the 4 anti American  congresswoman and walk their rotten race baiting anti Semitic backsides out of public office. Good bye!
FAKE,@DUANEALLEN What in this world!  Satan is trying to destroy America
FAKE,@DUANEALLEN The traitorous Democrats are doing everything they can to keep this virus going and tear down America at the same time. The virus isnât as dangerous as the Democrats are to this country. We are under attack by the Liberal Democrats.
FAKE,@TC2604 @Wyn1745 Good thing we have plenty here ðºð¸ðºð¸ðºð¸ð»
FAKE,"@TC2604 This is absolute madness!  We are America!  A Free Nation!  

Itâs a Grand Old Flag!  Itâs a High Flying Flag! "
FAKE,"@TC2604 You have to ask yourself, are we living in America or a Communist Country. ð¢ "
FAKE,@TC2604 @AntonioBKLYN1 How's the recall going
FAKE,@DrEtiquette Her days may be numbered
FAKE,@DrEtiquette Time to make masks that look like US Flags-
FAKE,@DrEtiquette Sheâs in over her head.
FAKE,@DrEtiquette Is this real?
FAKE,"@DrEtiquette @VFL2013 are michigonians actually gonna let this pretend tranny man tell them what's up? Just like the femme gov. of California, their time is up, we are ready to break their chains once and for all.."
FAKE,@sniffydogs #Democrats - One is nuttier than the other.
FAKE,@sniffydogs However Chinese flags are still available.ð
FAKE,@hunterjeff2 Or the Rainbow ones.
FAKE,@sniffydogs No rest for the wicked
FAKE,@DogsSandy Probably.
FAKE,"@sniffydogs This clown just wants to make sure she is not elected ever again. Itâs fine, that can be arranged."
FAKE,@Dawn12788025 Make sure you FLY them!
FAKE,@country_gman @tammiesawakenow Buy them online.  She is so wrong. She needs to be voted out
FAKE,@country_gman @Chris77523482 Who votes for these people??
FAKE,@VickyActTwo Sheâs trying to make a name for herself amongst the radical left
FAKE,@VickyActTwo @bfraser747 Michigan Gov showing her police state totalitarian nature as dictated by the @DNC. Sad!
FAKE,"@Vader0577 @RuthieRedSox @PureMichGirl
great big problem seems like this Governor has gone Rogue splitting off from USA having knowledge of the bigger picture with State losses another way ""squashing the Real Voters"" #The_Bigger_Wedge
#Dems_Cries_of_Their"
FAKE,@MichaelJFell Part of the Democrats war on the very i.age of America.
FAKE,"@MichaelJFell Anti-American Democrat.
Vote her out.
#WalkAwayFromDemocratsForever 
#VoteRedToSaveAmerica2020"
FAKE,"@MichaelJFell This might be a little misleading

We have family that work at our local Walmart in W MI
They said if they have enough staff they open up other departments
If they don't they rope those departments off focusing on grocery"
FAKE,"@ccokermn What flags, if any, will she allow the people to buy?"
FAKE,@ccokermn @Myinfo79910026 Unfuckingbelievable!! #WakeUpAmerica!!!
FAKE,@ccokermn  she a commie?Why would the great State of Michigan vote this pug in
FAKE,@Pam93592944 Unlawful order.......do it!!!!!!!
FAKE,@LennToyan Interesting she Specifically mentions American flags
FAKE,"@LennToyan @6549lmartin You can't do that, sweetheart.....I think this is very close to bordering on treasonous behavior"
FAKE,@PatrioticGrams Islamacrat!
FAKE,"@PatrioticGrams 

Order for the arrest of Governor Gretchen Whitmer."
FAKE,@eeynouf @Priceless1again It's time to stand up and take our country back from professional politicians who worship power for their god.
FAKE,@MdKnightBabe B showing her true colors. How does U.S. Flag have anything to do with CV?  SO thankful I don't live by her now.
FAKE,@MdKnightBabe @ChanelRion Article is pinpointing another Twitter User they showing some store in her State with what was deemed nonessentials -- that was part of that group in store from what I gathering. They actually roped aisles in stores there. Shows 
FAKE,"@PhaedraXTeddy No seeds, no zpacks, no flags? I'm stumped as to what your governor is accomplishing by banning vegetable seeds and flags. Sorry to hear that, I hope she reconsiders her decision, ð¤"
FAKE,"@goebert83 It's just pretty silly to  cage up pillows and I have Legos all over the floor. thanks for listening to me complain,!"
FAKE,@Anti_Liberal73 Yeah I needed a table for my kids #Legos but tables are against the law now in #Michigan
FAKE,@HighPockets65 The Lesbian leftists that hates Trump. Has she already joined Antifa?
FAKE,@MargaretStutts What in the world?
FAKE,@LoisGriffin77 Get her the hell out of office !!!! Blow up her websites.... Phone.... Etc... YOU ALL get her voted OUT !!! Elections have consequences !!
FAKE,@scottadamsshow @BoboFromTexas Michigan governor is nonessential.
FAKE,@KimBeck67240638 Source?
FAKE,@blamb123 @TwnzMom55 Gretchen Witch-mer  is wicked!
FAKE,@GroundsGalen123 @jensinspired1 Shameful!
FAKE,@drmom47 
FAKE,@Tombstone1954 The same evil witch that banned the sale of flower and vegetable seeds.
FAKE,@daviejew2 Why ban anything???
FAKE,@USSANews @GovWhitmer is in serious need of a brain scan! Her behavior is erratic &amp; dangerous! She may have a brain tumor &amp; not know it. Iâm not being mean Iâm concerned !
FAKE,@simonvouet1 Biden would do her. She may want to be VP?
FAKE,@DragonForce_One @GovWhitmer @realDonaldTrump Do we need to evaluate the mental preparedness of @GovWhitmer ? I donât understand how banning the sale of Flags; Seeds and others are impacting COVID19? Is this really to help contain the spread or is this 
FAKE,@mudLotus15 This woman has lost her mind.
FAKE,@greyswan2020 @GovWhitmer @realDonaldTrump Do we need to evaluate the mental preparedness of @GovWhitmer ? I donât understand how banning the sale of Flags; Seeds and others are impacting COVID19? Is this really to help contain the spread or is this a s
FAKE,"@robertabrownst1 Idiots elected her, and come election time, you watch, theyâll do it again."
FAKE,what is wrong with her?
FAKE,"@karma1244 Can we just DEPORT HER TO CHINA, already??"
FAKE,@alpine106 Virus kills older folks and compromised systems 85% of deaths 70 + but 99% of + folks will not die from it. Expert says we don't know what is in it EXPERT?  China?
FAKE,@sewbarbie52 Will the people of Michigan do anything about it or just accept it like they accept Harbaughâs losing?
FAKE,@OMGyernotsmart Michigan you voted her in deal with it.
FAKE,@kencampbell66 @gatewaypundit @GovWhitmer With a state emergency the old girl is getting drunk with power....wonder what her next declaration will be...
FAKE,@farscape2000 And she's history..bought by Muslims in Dearborn...
FAKE,@JamesMc89631483 PATHETIC. Absolutely pathetic. ð
FAKE,@PamelaGeller @K_Shelleen Give them an inch they take a yard
FAKE,@PamelaGeller That ain't gonna fly.
FAKE,@eegle7 @PamelaGeller Bruce....
FAKE,@PamelaGeller WHY?
FAKE,@PamelaGeller Is she related to Adolf?
FAKE,@PamelaGeller CONTROL of ALL your FOOD!
FAKE,"@PamelaGeller Am I The Only One That Sees A Man In This Pic?  It's Getting So Common, Why Not Be Honest?"
FAKE,@PamelaGeller Is that Lily Munster?
FAKE,"@PamelaGeller Psst. Need a 'mater? Big boys, meet me in the alley at midnight."
FAKE,@PamelaGeller @JamieGlazov Yeah those ð seeds are deadly
FAKE,@PamelaGeller @doo2jen Side note. Sheâs a female right?
FAKE,@PamelaGeller Literally brown shirt!!
FAKE,"@PamelaGeller Keep expecting her to smile and field a pair of fangs dripping with blood like a vampire's do in the movies with one caveat she's not an actor and this isn't an audition she's playing the staring roll in in Michigan. 

#WWG1WGA #KAG2020

#Mi"
FAKE,@PamelaGeller Is she trying to secure Michiganâs support for Trump in the upcoming election?
FAKE,@PamelaGeller 
FAKE,@PamelaGeller Gretchen the Witch.
FAKE,@PamelaGeller Why tho
FAKE,@PamelaGeller Dude
FAKE,@PamelaGeller Did she get a face lift....she looks different
FAKE,@PamelaGeller She's toast. Try to stop me and my shotgun from gardening.
FAKE,@PamelaGeller Tyrants canât help but show their true colors.
FAKE,@PamelaGeller She needs to be voted out.
FAKE,@PamelaGeller That is pure evil.
FAKE,@PamelaGeller I read she banned the American Flag sales
FAKE,"@PamelaGeller So if someone plants seeds bought last year, will they be arrested and prosecuted? Can you say âpower madâ?"
FAKE,@PamelaGeller She's a female Joe Biden
FAKE,@shaheenconserv @PamelaGeller ð sheâs cuter
FAKE,@PamelaGeller #PoliceState #NewWorldOrder We all should be extremely careful who to vote 2020! #WalkAwayFromDemocrats ðºð¸
FAKE,"@PamelaGeller So what is the reasoning behind this? How does this harm anyone as your in the store already! 

THIS is how civil unrest will begin, with stupid power grabs or laws, that finally put people over the edge. And where are the journalists and la"
FAKE,"@PamelaGeller Youâre Not #XiZinPing  dear! Youâre just a governor. In America! @GovWhitmer 

â¥ï¸ðºð¸"
FAKE,@PamelaGeller @JonahofNinevah She is non compos mentis.
FAKE,@PamelaGeller Mean and stupid. A bad combo.
FAKE,"@PamelaGeller Dictators issue edicts. You just need to follow, slave."
FAKE,@PamelaGeller why ???
FAKE,@PamelaGeller Are you sure thatâs a woman?
FAKE,"@PamelaGeller Hey @GovWhitmer . I just mowed my lawn. I didnt get the virus from anyone, nor did I give it. Lunatic!"
FAKE,@PamelaGeller Is she a vampire?
FAKE,"@PamelaGeller Iâm many states seeds and fruit trees are, like food, not charged sales tax as they are considered the equivalent. This lady doesnât look like the kind of person who would care about that."
FAKE,@PamelaGeller What a fricking NAZI
FAKE,@PamelaGeller Certified lunatic. She needs a well check STAT
FAKE,@PamelaGeller That is not true.  Any 10 year old can fact check it.
FAKE,@PamelaGeller What does that have to do with a virus????
FAKE,"@PamelaGeller Itâs all about control.Once they start they never stop.They want total control of our lives, our children, our property. our  everything We are at war with the enemies within.We need to unite now more than ever  to make sure every single o"
FAKE,@PamelaGeller @donaldbroom Even patriotic symbolism to show love for your Country 
FAKE,@LastStand2019 Marxist.
FAKE,WATCH! It Begins: MASSIVE PROTESTS Against Democrat Governor Whitmerâs Tyranny  via @pamelageller
FAKE,"The people of Michigan are rising up against Democrat tyranny.

Federal Civil Rights Lawsuit Filed To STOP Michigan Governor Whitmerâs Tyranny
OVER 200K SIGN PETITION TO RECALL Dem. Michigan Gretchen Whitmer Who Banned Gardening and Fruit, Vegetables Seed Sales
Coronavirus Is"
FAKE,"In Their Cars, Claim âProtesting Is A Non-Essential Activityâ"
FAKE,"Besides being on one hell of a power trip, she's as nutty as biden....and the twit from new york!!! WTF?"
FAKE,@Reagan_Girl @PamelaGeller She is a perfect VP for Biden!
FAKE,@jadedangel84 @PamelaGeller Because this woman is insane?
FAKE,"America is getting a real glimpse of life under left wing Democrat rule. Frightening.

This is the same left-wing nut who banned hydroxychloroquine despite its unquestionable efficacy in treating Coronavirus.

Related: Trump-Deranged Michigan Gov. Whitmer Reverses Ban on"
FAKE,"Hydroxychloroquine and Chloroquin, Now Begging For It

Democrat Michigan Gov. Whitmer Attacks/Blames President Trump For Coronavirus"
FAKE,Democratic dumb ass!
FAKE,@redarcher171 @PamelaGeller That brown shirt sheâs wearing is appropriate
FAKE,@DANSMEDICINE @PamelaGeller 
FAKE,"Scratch off the ""moderate"" veneer of ANTIFA/DEM SOCIALISTS/JUSTICE DEMOCRATS and a SOVIET  appears"
FAKE,@RoyEacups I've read you are being sprayed with lithium
FAKE,@RoyEacups you do know that is a self proclaimed Satire account
FAKE,"@jconnor19662 I didn't when I posted it, but have reposted with an apology. It came through my news feed as what I thought was a genuine article...."
FAKE,@RoyEacups @RonPaulSCV Itâs a satire site but in reality I believe they are spraying with it.
FAKE,@RoyEacups Wow. No wonder less migraines
FAKE,"@RoyEacups @judi_pettis ð¤£ð¤£ð¤£ð¤£ð¤£ð¤£ð¤£
Gawdâ¼â¼â¼â¼
IS THERE ANYTHING THEY WON'T MAKE UPâï¸"
FAKE,@RoyEacups Voila..like #magic.
FAKE,"@RoyEacups It is a satire site: âThis site publishes satire; if you donât have a sense of humor that is unfortunate. We call this discrepancy the âexperience of fact checking gap.ââ

"
FAKE,@RoyEacups ????????? This is real ??
FAKE,@RoyEacups OMFG
FAKE,@RoyEacups Can somebody spray some cocaine please?
FAKE,@RoyEacups @RonPaulSCV Fake ass news - misinformation and disinformation- people that believe this BS are not critical thinkers
FAKE,"@RoyEacups @cjsienna55 ð¤£ And supposedly Trump started spraying us with ""good"" chemtrails last July, lol."
FAKE,@RoyEacups Article has #satire tag
FAKE,@MaxMedieval @RoyEacups Sorry i thought this was real
FAKE,@Greg_Kane17 @US_of_A_1st This is a parody right? You're not serious?
FAKE,"@Greg_Kane17 @MichaelDadiego nano technology

cloud seeding"
FAKE,@Greg_Kane17 @deanbc1 Kinda sad that the other day sitting in the patio watching a plane fly above me with chem trails I actually thought how easy it would be for them to spread a virus that way.. I went inside.
FAKE,@Greg_Kane17 @Trey_VonDinkis This is huge all you people who have been calling us crazy for the last decade need to list your apologies now!
FAKE,"@brajamusic Fake! Satira! Sajt trenutno 'Service unavailable', ovo je iz google cache-a -&gt; "
FAKE,@PeersAndy @Inevitable_ET He realized it was from a satire site and he didn't want to look foolish so he deleted it.
FAKE,"@TroyALewis @Inevitable_ET Init! I never believed the chemtrail conspiracies anyway.
Gas turbines spew massive white clouds at full speed for some reason."
FAKE,@maxwell18191708 This isnât proof. A picture from the 70s means nothing.
FAKE,@maxwell18191708 I'm sorry what?
FAKE,@VickiMcKenna Deaths at home in NY are up from 25 a day to 150 a day.  Those are not being tested at all. What cause of death is being listed for those?
FAKE,@VickiMcKenna So you think we should just pack the churches because someone with a less than perfect heart or condition couldnât survive the virus so they shouldnât be included in the death count? Ridiculous.
FAKE,...
FAKE,"They automatically overestimate the real death numbers, by their own admission. """
FAKE,Coronavirus: New York has more cases than any country 
FAKE,"@BBCWorld Part of the reason is, the CDC and NYC Gov Cuomo consider anyone who dies FOR ANY REASON, and who happens to have COVID-19 in their system, as a death due to COVID-19. Even if they were hit by a truck. They're trying to manipulate the predicted "
FAKE,"@cmysolution @YaCatherineSch @BBCWorld American thinker was founded by Lifson who also writes for the Liberty Beacon. These are all tin foil hat conspiracy theory rags. You may not be 100% wrong, but sharing links the the thinker and OAN make you look wro"
FAKE,@Tex_968 @vicksiern WOW. Take off the foil hat !!
FAKE,@76rooster RTD
FAKE,"@Prairieswiseki1 Trudeau will quote embellished high-statistics too, to justify bankrupting Canada and allowing China full reign access to Canadian resources. And he will continue to allow the mass illegal importation of  specifically Muslim men from all "
FAKE,"@CtObserve @RepHarley Thereâs probably lots we donât know, including infections and recoveries without testing"
FAKE,@OnceUponANarc @joewarwick it helps.
FAKE,"@GilesMacDonogh Gin tonic Giles, gin tonic...
Wasnât original tonic something about quinine and paludisme by the way ?"
FAKE,"@vincent945 That's right: the tonic was made with additions of quinine bark which was supposed to ward off malaria. 

#Strumpf thinks that could save his presidency. 

Chin-chin!"
FAKE,@GilesMacDonogh I've been conducting medical trials on this for quite a while.
FAKE,@GilesMacDonogh Good man!
FAKE,@GilesMacDonogh Works for me ..
FAKE,"@GilesMacDonogh My 80yr old father would love to hear this.  I actually think that's how my dad and his dad were so healthy.  They could drink anyone under the table.  The first time they met my dad's sisters boyfriend, that's what they did to him.  He wa"
FAKE,@ryan_dauphinee I can get behind this doctor!
FAKE,@AnonLadyCop @ryan_dauphinee How about tequila?
FAKE,"To reopen the country, Nancy Pelosi, said several factors would need to be considered, such as widespread testing and safety standards in workplaces. 
"
FAKE,@IvesFrost I always called her Eva Peron Pelosi cuz the way she waves her hand now she's being known as Marie Antoinette Pelosi let them eat ice cream. The thing is she should get on her ice cream wagon and get the hell out of Congress and let the people 
FAKE,@WorldTruthTV That's a stretch...
FAKE,@Marc10456361 Yeah! Finnish Politicians with those memes are FINISHED! ð
FAKE,"@alfredwebre People are dying everywhere and most places don't have 5G . The virus causes fibrotic changes in the lungs, then the lungs fill with fluid and you go into acute respiratory failure."
FAKE,@alfredwebre @HealingTrilogy Reported this nonsense!
FAKE,"@alfredwebre No, that's quite uneducated thinking actually. Hey, here's a thought...maybe CCP-virus is attaching itself to the red blood cells ð"
FAKE,"@bloody_scandal @debnantz Denied.
Welcome to communist China!"
FAKE,@QUIPZONE7 @bloody_scandal @debnantz No not really
FAKE,@QUIPZONE7 @debnantz You can click on the ignore this warning and continue link. The link is safe.
FAKE,@WorldTruthTV Yes. That's what I think is happening.
FAKE,As people are locked up all over earth they are pushing 5G to be installed every where. Do you think this is a coincidence? The push for a anti 5G and corona-connection will come from the UK first. They will force facebook and YouTube to censor everything. 
FAKE,@decapolisprchr Of course the 5G can stop the hemoglobin from taking up oxygen. Problem is iron is stopped from taken up the oxygen in the hemoglobin to be delivered out into the body through the blood cells. That is why people are dropping dead in 30 sec
FAKE,"@ACSWorldNews #5G #coronavirus #truth vs #lies 

#USA #DarktoLight #NYC #nycshutdown #PoliceState #PopulationControl"
FAKE,"The virus doesn't ""decide whether it's right to reopen things."" It doesn't think. It is a coded wave aimed at damaging and killing as many humans as possible. We are the vehicles of that virus. We can stretch the wave, slow it, or kill it. We have brains, the virus doesn't. "
FAKE,"@mileti_vm @WalidPhares Interactive Map, check out where the Towers are....

"
FAKE,"Anyone can get #coronavirus.

Stop the spread and stay at home this weekend.

#StayHomeSaveLives"
FAKE,@HACKEDOFF_VOTER @10DowningStreet Stop take drogs
FAKE,New York doctor - it's NOT 'COVID-19' - people are dying through lack of oxygen (5G STOPS PEOPLE ABSORBING OXYGEN)  
FAKE,@AlohaEvery1 @TheyCallHimOnl1 @BitcoinBehemoth @Gary54590255 @davidicke Well that's alarming. 
FAKE,"@horribleassass1 @TheyCallHimOnl1 @BitcoinBehemoth @Gary54590255 @davidicke Just Click ""...continue..."" YOU Conspiracy Theorist!!!

It's ALL GOOD!ð "
FAKE,"@JamieGlazov No, it's an absurd idea.

My background is molecular biology."
FAKE,"@JamieGlazov Whoever wrote this article is badly misinformed.

Yes, if you plonk a rat next to a massive antenna it's going to get heated up and that won't be good for it. That doesn't mean 5G affects anyone negatively. Energy is far too low."
FAKE,@DCClothesline Answer : Yes
FAKE,@BFrownfelterND Wonât let me read it
FAKE,@DrEddyClinic We don't have 5G in the United States. We have 4G
FAKE,"No, we wouldnât want anyone having natural immunity. We need the herd to believe the only immunity possible comes through multiple toxic injections brought to you by #BillGatesJr. 

#FireFauci and #IndictFauci "
FAKE,@Guardianangelos @2ndfor1st Iâve been reading about this.
FAKE,"@Deplorable80210 No

Next question."
FAKE,@Christi50382638 I got your hemoglobin lol
FAKE,"Here Comes Round Two: China Just Reported The Most New Covid Cases In A Month â Notice the name of the Scientist involved?: Scientists want to create an easier-to-spread H7N9 bird flu for research

"
FAKE,"Evidence mounts COVID-19 came from a lab in Wuhan (Sky News Australia Video) â If Lockdown Is A Needless Over-Reaction, Then Why Did China Lockdown Half Its Economy? 

"
FAKE,"Australia Launches Criminal Probe Into Carnival After Dozens Died, 100s Were Infected Aboard Its Ships

"
FAKE,"@WorldTruthTV Iâve always thought that, due to the nature of smartdust, vaccine ingredients and now the interview from Londonreal with David Ickeâ¼ï¸#NoVax#Emperorhasnoclothes"
FAKE,@paulfitter Morning Paul ð
FAKE,LISTEN it first-hand from the NYC ICU Doctor...
FAKE,@EricMorrisJr3 Twitter has flagged this site as âdangerous.â  Is it dangerous or simply not in line with mainstream medicine?
FAKE,@jeffhanson9 Can't link to natural news blocks me ð¡
FAKE,@WeihlJennifer Wow. Youâre right. Wtf? 
FAKE,"Phone masts that enable the next generation of wireless communication â 5G â are being set on fire in the United Kingdom, apparently by people motivated by a theory that 5G helps spread the coronavirus.â "
FAKE,@kfor cc @alfredwebre
FAKE,"@alfredwebre The link you supplied went to a ""Possible twitter terms of service violation"" page and the person has the choice of going back or continuing forward. 
Just thought you should know... they're likely clamping down on the subject."
FAKE,@bc_news_addict That was a well-researched Natural News article including a NY MD (1) even Breitbart news is treating the 5G CV link as âconspiracy theoryâ (2) Twitter just sank in my journalistic estimation. Thanks for heads up!
